"node"	"example"	"occurrence"	"position"	"%"
"ls:fr:node:29968"	"ls:fr:ex:12156"	"58,62;"	"1"	"100"
"ls:fr:node:29968"	"ls:fr:ex:12302"	"186,190;"	"2"	"100"
"ls:fr:node:29970"	"ls:fr:ex:7107"	"128,135;"	"0"	"100"
"ls:fr:node:29971"	"ls:fr:ex:2850"	"28,33;"	"0"	"100"
"ls:fr:node:29972"	"ls:fr:ex:537"	"150,155;"	"0"	"100"
"ls:fr:node:29972"	"ls:fr:ex:1813"	"102,107;"	"1"	"100"
"ls:fr:node:29972"	"ls:fr:ex:17598"	"105,110;"	"2"	"100"
"ls:fr:node:29974"	"ls:fr:ex:3149"	"169,173;"	"0"	"100"
"ls:fr:node:29974"	"ls:fr:ex:29566"	"262,266;"	"1"	"100"
"ls:fr:node:29974"	"ls:fr:ex:20940"	"127,131;"	"2"	"100"
"ls:fr:node:29975"	"ls:fr:ex:25402"	"70,77;"	"0"	"100"
"ls:fr:node:29976"	"ls:fr:ex:1455"	"98,104;"	"0"	"100"
"ls:fr:node:29977"	"ls:fr:ex:14353"	"94,100;"	"0"	"100"
"ls:fr:node:29978"	"ls:fr:ex:25446"	"67,73;"	"0"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17069"	"115,121;"	"0"	"100"
"ls:fr:node:29979"	"ls:fr:ex:16399"	"146,152;"	"1"	"100"
"ls:fr:node:29979"	"ls:fr:ex:16414"	"181,187;"	"2"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17065"	"45,51;"	"3"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17348"	"96,102;"	"4"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17053"	"128,134;"	"5"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17056"	"151,157;"	"6"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17057"	"34,40;"	"7"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17425"	"184,191;"	"8"	"100"
"ls:fr:node:29979"	"ls:fr:ex:16561"	"174,180;"	"9"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17071"	"169,175;"	"10"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17154"	"380,387;"	"11"	"100"
"ls:fr:node:29979"	"ls:fr:ex:17081"	"139,146;"	"12"	"100"
"ls:fr:node:29979"	"ls:fr:ex:16415"	"162,168;"	"15"	"100"
"ls:fr:node:29980"	"ls:fr:ex:1463"	"229,233;"	"0"	"100"
"ls:fr:node:29981"	"ls:fr:ex:9203"	"227,231;"	"0"	"100"
"ls:fr:node:29982"	"ls:fr:ex:8131"	"38,48;"	"0"	"100"
"ls:fr:node:29982"	"ls:fr:ex:14703"	"18,25;"	"1"	"100"
"ls:fr:node:29982"	"ls:fr:ex:15372"	"23,28;"	"2"	"100"
"ls:fr:node:29982"	"ls:fr:ex:17430"	"25,32;"	"3"	"100"
"ls:fr:node:29982"	"ls:fr:ex:9680"	"125,130;"	"4"	"100"
"ls:fr:node:29982"	"ls:fr:ex:12057"	"169,177;"	"5"	"100"
"ls:fr:node:29982"	"ls:fr:ex:1921"	"104,109;"	"6"	"100"
"ls:fr:node:29983"	"ls:fr:ex:6679"	"193,197;"	"0"	"100"
"ls:fr:node:29984"	"ls:fr:ex:8280"	"49,56;"	"0"	"100"
"ls:fr:node:29985"	"ls:fr:ex:21866"	"94,101;"	"0"	"100"
"ls:fr:node:29986"	"ls:fr:ex:4007"	"42,52;"	"0"	"100"
"ls:fr:node:29990"	"ls:fr:ex:17926"	"140,149;"	"0"	"100"
"ls:fr:node:29991"	"ls:fr:ex:20300"	"74,86;"	"0"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10780"	"24,29;"	"0"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10781"	"85,91;"	"1"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10782"	"158,163;"	"2"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10783"	"79,84;"	"3"	"100"
"ls:fr:node:29992"	"ls:fr:ex:20526"	"45,51;"	"4"	"100"
"ls:fr:node:29992"	"ls:fr:ex:20527"	"162,167;"	"5"	"100"
"ls:fr:node:29992"	"ls:fr:ex:20529"	"284,289;"	"6"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10844"	"103,108;"	"7"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10845"	"76,81;"	"8"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10850"	"259,265;"	"9"	"100"
"ls:fr:node:29992"	"ls:fr:ex:10864"	"206,211;"	"10"	"100"
"ls:fr:node:29993"	"ls:fr:ex:10774"	"50,55;"	"0"	"100"
"ls:fr:node:29993"	"ls:fr:ex:10778"	"139,145;"	"1"	"100"
"ls:fr:node:29993"	"ls:fr:ex:10775"	"157,162;"	"2"	"100"
"ls:fr:node:29993"	"ls:fr:ex:10777"	"238,243;"	"3"	"100"
"ls:fr:node:29993"	"ls:fr:ex:20531"	"137,143;"	"4"	"100"
"ls:fr:node:29993"	"ls:fr:ex:20532"	"102,107;"	"5"	"100"
"ls:fr:node:29993"	"ls:fr:ex:20533"	"366,372;"	"6"	"100"
"ls:fr:node:29994"	"ls:fr:ex:13317"	"240,249;"	"0"	"100"
"ls:fr:node:29995"	"ls:fr:ex:19859"	"102,112;"	"0"	"100"
"ls:fr:node:29996"	"ls:fr:ex:3075"	"117,123;"	"0"	"100"
"ls:fr:node:29996"	"ls:fr:ex:25557"	"19,23;"	"1"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5059"	"75,81;"	"0"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5060"	"188,193;"	"1"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5061"	"66,71;"	"2"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5065"	"98,108;"	"3"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5066"	"43,46;80,85;"	"4"	"100"
"ls:fr:node:29997"	"ls:fr:ex:5067"	"59,66;"	"5"	"100"
"ls:fr:node:29998"	"ls:fr:ex:4322"	"252,260;"	"0"	"100"
"ls:fr:node:29998"	"ls:fr:ex:20286"	"180,188;235,242;"	"1"	"100"
"ls:fr:node:29998"	"ls:fr:ex:25551"	"143,150;"	"2"	"100"
"ls:fr:node:30002"	"ls:fr:ex:13794"	"50,53;"	"0"	"100"
"ls:fr:node:30002"	"ls:fr:ex:493"	"40,43;"	"1"	"100"
"ls:fr:node:30003"	"ls:fr:ex:13790"	"32,41;"	"0"	"100"
"ls:fr:node:30004"	"ls:fr:ex:26293"	"61,66;"	"0"	"100"
"ls:fr:node:30004"	"ls:fr:ex:8693"	"181,186;"	"1"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2036"	"115,120;"	"0"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2037"	"47,52;"	"1"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2039"	"31,36;"	"2"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2056"	"118,123;"	"3"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2045"	"138,144;"	"4"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2138"	"66,72;"	"5"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2139"	"77,83;"	"6"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2141"	"60,66;"	"7"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2144"	"90,95;"	"8"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2146"	"65,70;"	"9"	"100"
"ls:fr:node:30005"	"ls:fr:ex:2250"	"56,62;"	"10"	"100"
"ls:fr:node:30005"	"ls:fr:ex:3278"	"44,49;"	"11"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1801"	"109,114;"	"0"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1802"	"34,39;"	"1"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1803"	"60,65;86,91;"	"2"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1805"	"51,56;"	"3"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1806"	"174,179;"	"4"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1808"	"147,152;"	"5"	"100"
"ls:fr:node:30006"	"ls:fr:ex:176"	"94,99;"	"6"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1812"	"120,125;"	"7"	"100"
"ls:fr:node:30006"	"ls:fr:ex:1814"	"74,79;"	"8"	"100"
"ls:fr:node:30007"	"ls:fr:ex:33941"	"100,106;"	"0"	"100"
"ls:fr:node:30007"	"ls:fr:ex:33940"	"211,217;"	"1"	"100"
"ls:fr:node:30008"	"ls:fr:ex:1145"	"54,58;"	"0"	"100"
"ls:fr:node:30009"	"ls:fr:ex:25483"	"181,188;"	"0"	"100"
"ls:fr:node:30010"	"ls:fr:ex:8610"	"70,79;"	"0"	"100"
"ls:fr:node:30010"	"ls:fr:ex:25372"	"90,103;"	"1"	"100"
"ls:fr:node:30011"	"ls:fr:ex:62"	"175,182;"	"0"	"100"
"ls:fr:node:30011"	"ls:fr:ex:23848"	"84,91;219,225;298,304;366,372;"	"1"	"100"
"ls:fr:node:30011"	"ls:fr:ex:24464"	"52,59;"	"2"	"100"
"ls:fr:node:30012"	"ls:fr:ex:34605"	"22,27;"	"0"	"100"
"ls:fr:node:30012"	"ls:fr:ex:11611"	"158,163;"	"1"	"100"
"ls:fr:node:30014"	"ls:fr:ex:24096"	"58,67;"	"0"	"100"
"ls:fr:node:30016"	"ls:fr:ex:26467"	"67,73;"	"0"	"100"
"ls:fr:node:30017"	"ls:fr:ex:1572"	"79,86;"	"0"	"100"
"ls:fr:node:30018"	"ls:fr:ex:9082"	"100,108;"	"0"	"100"
"ls:fr:node:30019"	"ls:fr:ex:1828"	"33,38;"	"0"	"100"
"ls:fr:node:30019"	"ls:fr:ex:6041"	"364,369;"	"1"	"100"
"ls:fr:node:30019"	"ls:fr:ex:6043"	"28,33;"	"2"	"100"
"ls:fr:node:30019"	"ls:fr:ex:6049"	"91,96;"	"3"	"100"
"ls:fr:node:30019"	"ls:fr:ex:6074"	"107,112;"	"4"	"100"
"ls:fr:node:30019"	"ls:fr:ex:6084"	"35,40;"	"5"	"100"
"ls:fr:node:30019"	"ls:fr:ex:7965"	"41,47;"	"6"	"100"
"ls:fr:node:30021"	"ls:fr:ex:1330"	"119,127;"	"0"	"100"
"ls:fr:node:30022"	"ls:fr:ex:26832"	"45,52;"	"0"	"100"
"ls:fr:node:30023"	"ls:fr:ex:6161"	"406,413;"	"0"	"100"
"ls:fr:node:30024"	"ls:fr:ex:4340"	"21,26;"	"0"	"100"
"ls:fr:node:30027"	"ls:fr:ex:6408"	"22,31;"	"0"	"100"
"ls:fr:node:30028"	"ls:fr:ex:14114"	"127,132;"	"0"	"100"
"ls:fr:node:30030"	"ls:fr:ex:12582"	"143,151;"	"0"	"100"
"ls:fr:node:30031"	"ls:fr:ex:659"	"110,117;"	"0"	"100"
"ls:fr:node:30033"	"ls:fr:ex:1242"	"67,72;"	"0"	"100"
"ls:fr:node:30035"	"ls:fr:ex:5406"	"88,96;"	"0"	"100"
"ls:fr:node:30036"	"ls:fr:ex:33032"	"74,79;"	"0"	"100"
"ls:fr:node:30036"	"ls:fr:ex:33033"	"81,86;"	"1"	"100"
"ls:fr:node:30036"	"ls:fr:ex:33031"	"34,39;"	"2"	"100"
"ls:fr:node:30037"	"ls:fr:ex:26886"	"69,76;"	"0"	"100"
"ls:fr:node:30039"	"ls:fr:ex:24786"	"238,248;"	"0"	"100"
"ls:fr:node:30040"	"ls:fr:ex:844"	"87,94;"	"0"	"100"
"ls:fr:node:30041"	"ls:fr:ex:26918"	"59,65;"	"0"	"100"
"ls:fr:node:30042"	"ls:fr:ex:22723"	"73,79;"	"0"	"100"
"ls:fr:node:30044"	"ls:fr:ex:24761"	"267,271;"	"0"	"100"
"ls:fr:node:30045"	"ls:fr:ex:1816"	"241,247;"	"0"	"100"
"ls:fr:node:30047"	"ls:fr:ex:20653"	"164,171;"	"0"	"100"
"ls:fr:node:30048"	"ls:fr:ex:15890"	"25,33;"	"0"	"100"
"ls:fr:node:30049"	"ls:fr:ex:9277"	"140,145;"	"0"	"100"
"ls:fr:node:30050"	"ls:fr:ex:9278"	"92,99;"	"0"	"100"
"ls:fr:node:30051"	"ls:fr:ex:7577"	"64,69;"	"0"	"100"
"ls:fr:node:30051"	"ls:fr:ex:16120"	"114,119;"	"1"	"100"
"ls:fr:node:30051"	"ls:fr:ex:20075"	"43,48;"	"2"	"100"
"ls:fr:node:30051"	"ls:fr:ex:1846"	"96,101;"	"3"	"100"
"ls:fr:node:30051"	"ls:fr:ex:490"	"100,105;"	"4"	"100"
"ls:fr:node:30051"	"ls:fr:ex:16457"	"207,212;"	"5"	"100"
"ls:fr:node:30052"	"ls:fr:ex:10857"	"177,185;"	"0"	"100"
"ls:fr:node:30052"	"ls:fr:ex:10858"	"162,170;"	"1"	"100"
"ls:fr:node:30052"	"ls:fr:ex:29489"	"78,86;"	"2"	"100"
"ls:fr:node:30053"	"ls:fr:ex:23475"	"26,32;"	"0"	"100"
"ls:fr:node:30054"	"ls:fr:ex:27072"	"78,83;"	"0"	"100"
"ls:fr:node:30055"	"ls:fr:ex:10865"	"149,156;"	"0"	"100"
"ls:fr:node:30057"	"ls:fr:ex:10866"	"204,208;"	"0"	"100"
"ls:fr:node:30059"	"ls:fr:ex:15211"	"292,300;"	"0"	"100"
"ls:fr:node:30060"	"ls:fr:ex:15214"	"108,116;"	"0"	"100"
"ls:fr:node:30061"	"ls:fr:ex:27577"	"69,76;"	"0"	"100"
"ls:fr:node:30062"	"ls:fr:ex:27579"	"45,51;"	"0"	"100"
"ls:fr:node:30063"	"ls:fr:ex:25071"	"120,129;"	"0"	"100"
"ls:fr:node:30064"	"ls:fr:ex:27389"	"156,162;"	"0"	"100"
"ls:fr:node:30065"	"ls:fr:ex:27580"	"19,26;"	"0"	"100"
"ls:fr:node:30066"	"ls:fr:ex:1186"	"42,50;"	"0"	"100"
"ls:fr:node:30067"	"ls:fr:ex:17545"	"54,61;"	"0"	"100"
"ls:fr:node:30068"	"ls:fr:ex:16112"	"32,39;"	"0"	"100"
"ls:fr:node:30069"	"ls:fr:ex:18082"	"83,88;"	"0"	"100"
"ls:fr:node:30070"	"ls:fr:ex:17286"	"199,204;"	"0"	"100"
"ls:fr:node:30071"	"ls:fr:ex:10871"	"38,46;"	"0"	"100"
"ls:fr:node:30072"	"ls:fr:ex:7196"	"60,64;"	"0"	"100"
"ls:fr:node:30072"	"ls:fr:ex:13214"	"132,136;"	"1"	"100"
"ls:fr:node:30073"	"ls:fr:ex:18492"	"34,39;"	"0"	"100"
"ls:fr:node:30074"	"ls:fr:ex:17452"	"315,319;"	"0"	"100"
"ls:fr:node:30075"	"ls:fr:ex:27754"	"124,128;"	"0"	"100"
"ls:fr:node:30076"	"ls:fr:ex:29879"	"129,138;"	"0"	"100"
"ls:fr:node:30078"	"ls:fr:ex:5643"	"162,171;"	"0"	"100"
"ls:fr:node:30079"	"ls:fr:ex:25153"	"60,65;"	"0"	"100"
"ls:fr:node:30080"	"ls:fr:ex:6708"	"36,40;"	"0"	"100"
"ls:fr:node:30081"	"ls:fr:ex:103"	"316,322;"	"0"	"100"
"ls:fr:node:30082"	"ls:fr:ex:710"	"27,36;"	"0"	"100"
"ls:fr:node:30083"	"ls:fr:ex:23987"	"54,60;"	"0"	"100"
"ls:fr:node:30087"	"ls:fr:ex:7547"	"203,210;"	"0"	"100"
"ls:fr:node:30088"	"ls:fr:ex:5322"	"249,257;"	"0"	"100"
"ls:fr:node:30089"	"ls:fr:ex:4321"	"51,56;"	"0"	"100"
"ls:fr:node:30090"	"ls:fr:ex:19158"	"56,65;"	"0"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31756"	"30,35;"	"0"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31762"	"112,117;"	"1"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31758"	"157,162;"	"3"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31759"	"47,52;"	"4"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31760"	"114,119;"	"5"	"100"
"ls:fr:node:30091"	"ls:fr:ex:31761"	"105,110;"	"6"	"100"
"ls:fr:node:30092"	"ls:fr:ex:31772"	"49,55;"	"0"	"100"
"ls:fr:node:30092"	"ls:fr:ex:31773"	"105,111;"	"1"	"100"
"ls:fr:node:30092"	"ls:fr:ex:31774"	"50,55;"	"2"	"100"
"ls:fr:node:30092"	"ls:fr:ex:31775"	"20,26;"	"3"	"100"
"ls:fr:node:30092"	"ls:fr:ex:16498"	"99,105;"	"4"	"100"
"ls:fr:node:30093"	"ls:fr:ex:1467"	"122,126;"	"0"	"100"
"ls:fr:node:30094"	"ls:fr:ex:1500"	"60,65;"	"0"	"100"
"ls:fr:node:30095"	"ls:fr:ex:19751"	"111,115;"	"0"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6275"	"136,142;"	"0"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6283"	"328,334;"	"1"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6289"	"101,107;"	"2"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6280"	"102,108;"	"3"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6281"	"26,32;"	"4"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6290"	"111,117;"	"5"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6277"	"116,122;"	"6"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6279"	"89,95;"	"7"	"100"
"ls:fr:node:30097"	"ls:fr:ex:6293"	"183,189;"	"8"	"100"
"ls:fr:node:30098"	"ls:fr:ex:2904"	"76,84;"	"0"	"100"
"ls:fr:node:30099"	"ls:fr:ex:24018"	"72,79;"	"0"	"100"
"ls:fr:node:30101"	"ls:fr:ex:21546"	"45,50;"	"0"	"100"
"ls:fr:node:30102"	"ls:fr:ex:869"	"18,24;"	"0"	"100"
"ls:fr:node:30105"	"ls:fr:ex:23460"	"19,25;"	"0"	"100"
"ls:fr:node:30106"	"ls:fr:ex:25842"	"91,97;"	"0"	"100"
"ls:fr:node:30108"	"ls:fr:ex:4374"	"184,191;"	"0"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2741"	"132,143;"	"0"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2746"	"44,54;"	"1"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2750"	"150,161;"	"2"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2753"	"71,81;"	"3"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2774"	"95,105;"	"4"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2777"	"20,30;"	"5"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2781"	"59,70;"	"6"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2726"	"375,385;"	"7"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2756"	"48,59;"	"8"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2760"	"124,135;"	"9"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2764"	"109,119;"	"10"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2767"	"63,73;"	"11"	"100"
"ls:fr:node:30109"	"ls:fr:ex:2770"	"100,110;"	"12"	"100"
"ls:fr:node:30110"	"ls:fr:ex:25288"	"110,122;"	"0"	"100"
"ls:fr:node:30111"	"ls:fr:ex:27927"	"19,27;"	"0"	"100"
"ls:fr:node:30113"	"ls:fr:ex:30045"	"92,98;"	"0"	"100"
"ls:fr:node:30116"	"ls:fr:ex:2072"	"39,45;"	"0"	"100"
"ls:fr:node:30117"	"ls:fr:ex:24097"	"165,171;"	"0"	"100"
"ls:fr:node:30118"	"ls:fr:ex:24096"	"36,42;"	"0"	"100"
"ls:fr:node:30119"	"ls:fr:ex:21693"	"42,50;141,149;"	"0"	"100"
"ls:fr:node:30119"	"ls:fr:ex:29249"	"161,169;"	"1"	"100"
"ls:fr:node:30120"	"ls:fr:ex:27107"	"79,89;"	"0"	"100"
"ls:fr:node:30123"	"ls:fr:ex:24179"	"18,28;"	"0"	"100"
"ls:fr:node:30126"	"ls:fr:ex:16314"	"93,99;"	"0"	"100"
"ls:fr:node:30126"	"ls:fr:ex:15244"	"41,46;"	"1"	"100"
"ls:fr:node:30127"	"ls:fr:ex:9765"	"98,104;197,198;218,223;"	"0"	"100"
"ls:fr:node:30128"	"ls:fr:ex:877"	"243,249;"	"0"	"100"
"ls:fr:node:30128"	"ls:fr:ex:9839"	"197,202;"	"1"	"100"
"ls:fr:node:30129"	"ls:fr:ex:14626"	"176,182;"	"0"	"100"
"ls:fr:node:30130"	"ls:fr:ex:17609"	"67,74;"	"0"	"100"
"ls:fr:node:30131"	"ls:fr:ex:24460"	"119,127;"	"0"	"100"
"ls:fr:node:30135"	"ls:fr:ex:10912"	"16,23;"	"0"	"100"
"ls:fr:node:30141"	"ls:fr:ex:15954"	"58,65;"	"0"	"100"
"ls:fr:node:30141"	"ls:fr:ex:16000"	"312,319;"	"1"	"100"
"ls:fr:node:30141"	"ls:fr:ex:16001"	"64,71;"	"2"	"100"
"ls:fr:node:30141"	"ls:fr:ex:16002"	"219,226;"	"3"	"100"
"ls:fr:node:30141"	"ls:fr:ex:5046"	"60,67;"	"4"	"100"
"ls:fr:node:30141"	"ls:fr:ex:16215"	"48,55;"	"5"	"100"
"ls:fr:node:30141"	"ls:fr:ex:16216"	"255,262;"	"6"	"100"
"ls:fr:node:30142"	"ls:fr:ex:10682"	"166,179;"	"0"	"100"
"ls:fr:node:30146"	"ls:fr:ex:18947"	"64,71;"	"0"	"100"
"ls:fr:node:30147"	"ls:fr:ex:3074"	"143,155;"	"0"	"100"
"ls:fr:node:30148"	"ls:fr:ex:1804"	"69,81;"	"0"	"100"
"ls:fr:node:30149"	"ls:fr:ex:1821"	"42,53;"	"0"	"100"
"ls:fr:node:30150"	"ls:fr:ex:3358"	"75,87;"	"0"	"100"
"ls:fr:node:30151"	"ls:fr:ex:1724"	"120,127;"	"0"	"100"
"ls:fr:node:30151"	"ls:fr:ex:1727"	"65,72;"	"1"	"100"
"ls:fr:node:30151"	"ls:fr:ex:1728"	"201,209;"	"2"	"100"
"ls:fr:node:30151"	"ls:fr:ex:1732"	"140,148;"	"3"	"100"
"ls:fr:node:30151"	"ls:fr:ex:1734"	"330,338;"	"4"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1712"	"59,65;"	"0"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1713"	"59,65;"	"1"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1714"	"379,386;"	"2"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1715"	"47,53;"	"3"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1717"	"285,291;"	"4"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1718"	"74,80;"	"5"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1719"	"45,52;"	"6"	"100"
"ls:fr:node:30152"	"ls:fr:ex:1723"	"125,131;"	"7"	"100"
"ls:fr:node:30153"	"ls:fr:ex:1222"	"39,47;"	"0"	"100"
"ls:fr:node:30154"	"ls:fr:ex:1675"	"25,29;"	"0"	"100"
"ls:fr:node:30154"	"ls:fr:ex:1679"	"35,39;"	"1"	"100"
"ls:fr:node:30154"	"ls:fr:ex:22256"	"66,71;"	"2"	"100"
"ls:fr:node:30156"	"ls:fr:ex:12419"	"113,114;124,130;"	"0"	"100"
"ls:fr:node:30156"	"ls:fr:ex:12451"	"42,48;"	"1"	"100"
"ls:fr:node:30156"	"ls:fr:ex:12483"	"200,207;"	"2"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12520"	"164,171;"	"0"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12521"	"248,255;"	"1"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12522"	"37,43;"	"2"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12523"	"165,172;"	"3"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12524"	"68,75;"	"4"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12525"	"56,63;"	"5"	"100"
"ls:fr:node:30157"	"ls:fr:ex:2713"	"103,110;"	"6"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12526"	"28,34;"	"7"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12527"	"138,146;"	"8"	"100"
"ls:fr:node:30157"	"ls:fr:ex:12528"	"124,126;140,146;"	"9"	"100"
"ls:fr:node:30160"	"ls:fr:ex:2822"	"219,226;"	"0"	"100"
"ls:fr:node:30162"	"ls:fr:ex:14246"	"191,194;"	"0"	"100"
"ls:fr:node:30163"	"ls:fr:ex:10992"	"27,34;"	"0"	"100"
"ls:fr:node:30165"	"ls:fr:ex:26740"	"100,111;"	"0"	"100"
"ls:fr:node:30166"	"ls:fr:ex:4095"	"254,265;"	"0"	"100"
"ls:fr:node:30168"	"ls:fr:ex:26725"	"195,206;"	"0"	"100"
"ls:fr:node:30171"	"ls:fr:ex:25650"	"192,205;"	"0"	"100"
"ls:fr:node:30173"	"ls:fr:ex:23092"	"131,140;"	"0"	"100"
"ls:fr:node:30174"	"ls:fr:ex:13726"	"31,38;"	"0"	"100"
"ls:fr:node:30174"	"ls:fr:ex:10309"	"178,185;"	"1"	"100"
"ls:fr:node:30174"	"ls:fr:ex:8364"	"105,112;"	"2"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1830"	"63,70;"	"0"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1831"	"71,76;"	"1"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1842"	"26,32;"	"2"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1832"	"111,117;"	"3"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1841"	"66,72;"	"4"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1843"	"292,296;"	"5"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1844"	"84,89;"	"6"	"100"
"ls:fr:node:30176"	"ls:fr:ex:1845"	"57,65;"	"7"	"100"
"ls:fr:node:30178"	"ls:fr:ex:3075"	"24,31;"	"0"	"100"
"ls:fr:node:30179"	"ls:fr:ex:3104"	"136,146;"	"0"	"100"
"ls:fr:node:30180"	"ls:fr:ex:8654"	"126,136;"	"0"	"100"
"ls:fr:node:30180"	"ls:fr:ex:31974"	"266,276;306,316;"	"1"	"100"
"ls:fr:node:30183"	"ls:fr:ex:1846"	"82,91;"	"0"	"100"
"ls:fr:node:30183"	"ls:fr:ex:1847"	"71,80;"	"1"	"100"
"ls:fr:node:30183"	"ls:fr:ex:1848"	"172,176;"	"2"	"100"
"ls:fr:node:30183"	"ls:fr:ex:1849"	"126,130;"	"3"	"100"
"ls:fr:node:30183"	"ls:fr:ex:1850"	"372,376;"	"4"	"100"
"ls:fr:node:30183"	"ls:fr:ex:22559"	"53,58;"	"5"	"100"
"ls:fr:node:30183"	"ls:fr:ex:22560"	"118,123;"	"6"	"100"
"ls:fr:node:30184"	"ls:fr:ex:20657"	"85,90;"	"0"	"100"
"ls:fr:node:30185"	"ls:fr:ex:7210"	"122,127;"	"0"	"100"
"ls:fr:node:30186"	"ls:fr:ex:13994"	"256,261;"	"0"	"100"
"ls:fr:node:30187"	"ls:fr:ex:2067"	"105,112;"	"0"	"100"
"ls:fr:node:30187"	"ls:fr:ex:2068"	"76,83;"	"1"	"100"
"ls:fr:node:30187"	"ls:fr:ex:2069"	"40,47;"	"2"	"100"
"ls:fr:node:30187"	"ls:fr:ex:22562"	"158,167;"	"3"	"100"
"ls:fr:node:30187"	"ls:fr:ex:2070"	"171,178;"	"4"	"100"
