"node"	"example"	"occurrence"	"position"	"%"
"ls:fr:node:54942"	"ls:fr:ex:31322"	"68,78;"	"0"	"100"
"ls:fr:node:54943"	"ls:fr:ex:7603"	"301,307;"	"0"	"100"
"ls:fr:node:54944"	"ls:fr:ex:3878"	"29,37;"	"0"	"100"
"ls:fr:node:54945"	"ls:fr:ex:31323"	"134,144;"	"0"	"100"
"ls:fr:node:54946"	"ls:fr:ex:31324"	"75,95;"	"0"	"100"
"ls:fr:node:54947"	"ls:fr:ex:31325"	"196,229;"	"0"	"100"
"ls:fr:node:54947"	"ls:fr:ex:31326"	"47,80;"	"1"	"100"
"ls:fr:node:54948"	"ls:fr:ex:31332"	"22,43;"	"0"	"100"
"ls:fr:node:54948"	"ls:fr:ex:31327"	"30,51;"	"1"	"100"
"ls:fr:node:54949"	"ls:fr:ex:31333"	"217,238;"	"0"	"100"
"ls:fr:node:54949"	"ls:fr:ex:31328"	"67,88;"	"1"	"100"
"ls:fr:node:54950"	"ls:fr:ex:31334"	"60,82;"	"0"	"100"
"ls:fr:node:54950"	"ls:fr:ex:31329"	"54,76;"	"1"	"100"
"ls:fr:node:54951"	"ls:fr:ex:31331"	"29,50;"	"0"	"100"
"ls:fr:node:54951"	"ls:fr:ex:31330"	"217,238;"	"1"	"100"
"ls:fr:node:54952"	"ls:fr:ex:31337"	"24,34;"	"0"	"100"
"ls:fr:node:54953"	"ls:fr:ex:31335"	"122,132;"	"0"	"100"
"ls:fr:node:54954"	"ls:fr:ex:31339"	"211,221;"	"0"	"100"
"ls:fr:node:54955"	"ls:fr:ex:31340"	"227,234;"	"0"	"100"
"ls:fr:node:54956"	"ls:fr:ex:31341"	"110,118;"	"0"	"100"
"ls:fr:node:54957"	"ls:fr:ex:19053"	"49,57;"	"0"	"100"
"ls:fr:node:54957"	"ls:fr:ex:3217"	"36,46;"	"1"	"100"
"ls:fr:node:54958"	"ls:fr:ex:1870"	"108,115;"	"0"	"100"
"ls:fr:node:54959"	"ls:fr:ex:31346"	"197,205;"	"0"	"100"
"ls:fr:node:54959"	"ls:fr:ex:31347"	"19,27;"	"1"	"100"
"ls:fr:node:54960"	"ls:fr:ex:31345"	"37,45;"	"0"	"100"
"ls:fr:node:54960"	"ls:fr:ex:31343"	"37,45;"	"1"	"100"
"ls:fr:node:54960"	"ls:fr:ex:31344"	"82,90;"	"2"	"100"
"ls:fr:node:54961"	"ls:fr:ex:31348"	"106,116;"	"0"	"100"
"ls:fr:node:54962"	"ls:fr:ex:31349"	"138,148;"	"0"	"100"
"ls:fr:node:54963"	"ls:fr:ex:31350"	"48,58;"	"0"	"100"
"ls:fr:node:54964"	"ls:fr:ex:31351"	"81,91;"	"0"	"100"
"ls:fr:node:54965"	"ls:fr:ex:31352"	"175,185;"	"0"	"100"
"ls:fr:node:54966"	"ls:fr:ex:31353"	"43,53;"	"0"	"100"
"ls:fr:node:54967"	"ls:fr:ex:31355"	"150,156;"	"0"	"100"
"ls:fr:node:54968"	"ls:fr:ex:25598"	"201,207;"	"0"	"100"
"ls:fr:node:54968"	"ls:fr:ex:24590"	"67,73;"	"1"	"100"
"ls:fr:node:54969"	"ls:fr:ex:2861"	"156,160;"	"0"	"100"
"ls:fr:node:54969"	"ls:fr:ex:27158"	"72,77;"	"1"	"100"
"ls:fr:node:54970"	"ls:fr:ex:26529"	"85,90;"	"0"	"100"
"ls:fr:node:54971"	"ls:fr:ex:15158"	"216,224;"	"0"	"100"
"ls:fr:node:54972"	"ls:fr:ex:12852"	"110,117;"	"0"	"100"
"ls:fr:node:54972"	"ls:fr:ex:23735"	"189,196;"	"1"	"100"
"ls:fr:node:54973"	"ls:fr:ex:31356"	"52,59;"	"0"	"100"
"ls:fr:node:54974"	"ls:fr:ex:31357"	"117,133;"	"0"	"100"
"ls:fr:node:54975"	"ls:fr:ex:22789"	"25,34;"	"0"	"100"
"ls:fr:node:54976"	"ls:fr:ex:15835"	"90,97;"	"0"	"100"
"ls:fr:node:54977"	"ls:fr:ex:31358"	"152,158;"	"0"	"100"
"ls:fr:node:54978"	"ls:fr:ex:22898"	"102,109;"	"0"	"100"
"ls:fr:node:54979"	"ls:fr:ex:31359"	"101,108;"	"0"	"100"
"ls:fr:node:54979"	"ls:fr:ex:31360"	"247,253;"	"1"	"100"
"ls:fr:node:54979"	"ls:fr:ex:31361"	"131,138;"	"2"	"100"
"ls:fr:node:54980"	"ls:fr:ex:18199"	"281,293;"	"0"	"100"
"ls:fr:node:54980"	"ls:fr:ex:28216"	"51,63;"	"1"	"100"
"ls:fr:node:54981"	"ls:fr:ex:31362"	"193,200;"	"0"	"100"
"ls:fr:node:54982"	"ls:fr:ex:31364"	"149,159;"	"0"	"100"
"ls:fr:node:54983"	"ls:fr:ex:31365"	"57,63;"	"0"	"100"
"ls:fr:node:54983"	"ls:fr:ex:31366"	"170,176;"	"1"	"100"
"ls:fr:node:54984"	"ls:fr:ex:3404"	"138,146;"	"0"	"100"
"ls:fr:node:54985"	"ls:fr:ex:31367"	"35,42;"	"0"	"100"
"ls:fr:node:54985"	"ls:fr:ex:31368"	"84,91;"	"1"	"100"
"ls:fr:node:54986"	"ls:fr:ex:31369"	"126,132;"	"0"	"100"
"ls:fr:node:54987"	"ls:fr:ex:31370"	"108,114;"	"0"	"100"
"ls:fr:node:54988"	"ls:fr:ex:31371"	"149,156;180,186;"	"0"	"100"
"ls:fr:node:54989"	"ls:fr:ex:31372"	"101,106;"	"0"	"100"
"ls:fr:node:54989"	"ls:fr:ex:21201"	"159,164;"	"1"	"100"
"ls:fr:node:54990"	"ls:fr:ex:31373"	"84,90;"	"0"	"100"
"ls:fr:node:54991"	"ls:fr:ex:10781"	"69,75;"	"0"	"100"
"ls:fr:node:54991"	"ls:fr:ex:18917"	"116,122;"	"1"	"100"
"ls:fr:node:54991"	"ls:fr:ex:3232"	"247,254;"	"2"	"100"
"ls:fr:node:54991"	"ls:fr:ex:427"	"94,100;"	"3"	"100"
"ls:fr:node:54992"	"ls:fr:ex:6461"	"20,27;"	"0"	"100"
"ls:fr:node:54992"	"ls:fr:ex:25111"	"56,62;"	"1"	"100"
"ls:fr:node:54993"	"ls:fr:ex:8523"	"123,132;"	"0"	"100"
"ls:fr:node:54993"	"ls:fr:ex:8589"	"98,107;"	"1"	"100"
"ls:fr:node:54993"	"ls:fr:ex:18264"	"275,284;"	"2"	"100"
"ls:fr:node:54993"	"ls:fr:ex:23839"	"54,63;"	"3"	"100"
"ls:fr:node:54994"	"ls:fr:ex:30586"	"225,245;"	"0"	"100"
"ls:fr:node:54995"	"ls:fr:ex:31374"	"340,348;"	"0"	"100"
"ls:fr:node:54996"	"ls:fr:ex:19427"	"123,129;"	"0"	"100"
"ls:fr:node:54996"	"ls:fr:ex:31375"	"52,58;"	"1"	"100"
"ls:fr:node:54997"	"ls:fr:ex:31377"	"34,60;"	"0"	"100"
"ls:fr:node:54998"	"ls:fr:ex:31379"	"125,145;"	"0"	"100"
"ls:fr:node:54998"	"ls:fr:ex:31378"	"71,91;"	"1"	"100"
"ls:fr:node:54999"	"ls:fr:ex:31380"	"19,44;"	"0"	"100"
"ls:fr:node:55000"	"ls:fr:ex:8178"	"71,80;"	"0"	"100"
"ls:fr:node:55001"	"ls:fr:ex:10818"	"195,207;"	"0"	"100"
"ls:fr:node:55002"	"ls:fr:ex:21496"	"19,25;"	"0"	"100"
"ls:fr:node:55003"	"ls:fr:ex:31381"	"272,285;"	"0"	"100"
"ls:fr:node:55004"	"ls:fr:ex:10593"	"139,146;"	"0"	"100"
"ls:fr:node:55005"	"ls:fr:ex:3191"	"93,104;"	"0"	"100"
"ls:fr:node:55006"	"ls:fr:ex:31384"	"183,191;"	"0"	"100"
"ls:fr:node:55006"	"ls:fr:ex:31385"	"37,45;"	"1"	"100"
"ls:fr:node:55007"	"ls:fr:ex:31386"	"103,111;188,196;"	"0"	"100"
"ls:fr:node:55008"	"ls:fr:ex:1878"	"28,40;"	"1"	"100"
"ls:fr:node:55009"	"ls:fr:ex:27947"	"235,247;"	"0"	"100"
"ls:fr:node:55010"	"ls:fr:ex:31387"	"58,65;"	"0"	"100"
"ls:fr:node:55010"	"ls:fr:ex:31388"	"300,307;"	"1"	"100"
"ls:fr:node:55011"	"ls:fr:ex:26940"	"62,67;"	"0"	"100"
"ls:fr:node:55012"	"ls:fr:ex:31389"	"110,123;"	"0"	"100"
"ls:fr:node:55013"	"ls:fr:ex:31391"	"275,282;"	"0"	"100"
"ls:fr:node:55014"	"ls:fr:ex:7140"	"264,271;"	"0"	"100"
"ls:fr:node:55015"	"ls:fr:ex:31392"	"214,234;"	"0"	"100"
"ls:fr:node:55016"	"ls:fr:ex:2505"	"118,128;134,144;"	"0"	"100"
"ls:fr:node:55016"	"ls:fr:ex:29294"	"157,167;"	"1"	"100"
"ls:fr:node:55017"	"ls:fr:ex:6416"	"27,30;"	"0"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31152"	"69,74;"	"0"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31153"	"59,64;"	"1"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31155"	"136,141;"	"2"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31092"	"51,56;"	"3"	"100"
"ls:fr:node:55018"	"ls:fr:ex:337"	"58,63;"	"4"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31154"	"90,95;"	"5"	"100"
"ls:fr:node:55018"	"ls:fr:ex:31059"	"74,80;"	"6"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31394"	"156,162;"	"0"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31398"	"82,88;"	"1"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31395"	"98,104;"	"2"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31396"	"34,40;"	"3"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31156"	"108,114;"	"4"	"100"
"ls:fr:node:55019"	"ls:fr:ex:31397"	"107,113;"	"5"	"100"
"ls:fr:node:55020"	"ls:fr:ex:31400"	"122,130;"	"0"	"100"
"ls:fr:node:55020"	"ls:fr:ex:31402"	"68,76;"	"1"	"100"
"ls:fr:node:55020"	"ls:fr:ex:31415"	"145,153;"	"2"	"100"
"ls:fr:node:55021"	"ls:fr:ex:31403"	"168,176;"	"0"	"100"
"ls:fr:node:55021"	"ls:fr:ex:31404"	"128,137;"	"1"	"100"
"ls:fr:node:55021"	"ls:fr:ex:31405"	"136,145;"	"2"	"100"
"ls:fr:node:55021"	"ls:fr:ex:23088"	"144,153;"	"3"	"100"
"ls:fr:node:55022"	"ls:fr:ex:31408"	"38,46;"	"0"	"100"
"ls:fr:node:55022"	"ls:fr:ex:31406"	"50,58;"	"1"	"100"
"ls:fr:node:55022"	"ls:fr:ex:31407"	"200,208;"	"2"	"100"
"ls:fr:node:55022"	"ls:fr:ex:31418"	"169,177;"	"3"	"100"
"ls:fr:node:55022"	"ls:fr:ex:31417"	"95,103;"	"4"	"100"
"ls:fr:node:55023"	"ls:fr:ex:31409"	"65,73;"	"0"	"100"
"ls:fr:node:55024"	"ls:fr:ex:31412"	"202,210;"	"0"	"100"
"ls:fr:node:55024"	"ls:fr:ex:31413"	"48,56;"	"1"	"100"
"ls:fr:node:55025"	"ls:fr:ex:31410"	"187,195;"	"0"	"100"
"ls:fr:node:55025"	"ls:fr:ex:31411"	"68,76;"	"1"	"100"
"ls:fr:node:55026"	"ls:fr:ex:31419"	"163,171;"	"0"	"100"
"ls:fr:node:55026"	"ls:fr:ex:31420"	"355,363;"	"1"	"100"
"ls:fr:node:55027"	"ls:fr:ex:31421"	"40,45;"	"0"	"100"
"ls:fr:node:55027"	"ls:fr:ex:3937"	"241,250;"	"1"	"100"
"ls:fr:node:55027"	"ls:fr:ex:20041"	"353,360;"	"2"	"100"
"ls:fr:node:55028"	"ls:fr:ex:32459"	"256,265;"	"0"	"100"
"ls:fr:node:55028"	"ls:fr:ex:31422"	"90,96;"	"1"	"100"
"ls:fr:node:55028"	"ls:fr:ex:32460"	"108,114;"	"2"	"100"
"ls:fr:node:55029"	"ls:fr:ex:8793"	"52,61;"	"0"	"100"
"ls:fr:node:55030"	"ls:fr:ex:31425"	"83,90;"	"0"	"100"
"ls:fr:node:55030"	"ls:fr:ex:1934"	"31,40;"	"1"	"100"
"ls:fr:node:55030"	"ls:fr:ex:6906"	"16,23;"	"2"	"100"
"ls:fr:node:55031"	"ls:fr:ex:31433"	"28,37;60,67;"	"0"	"100"
"ls:fr:node:55032"	"ls:fr:ex:31430"	"199,208;"	"0"	"100"
"ls:fr:node:55032"	"ls:fr:ex:31427"	"137,150;"	"2"	"100"
"ls:fr:node:55033"	"ls:fr:ex:31429"	"76,86;"	"0"	"100"
"ls:fr:node:55034"	"ls:fr:ex:31431"	"296,317;"	"0"	"100"
"ls:fr:node:55035"	"ls:fr:ex:31437"	"37,46;"	"0"	"100"
"ls:fr:node:55035"	"ls:fr:ex:31438"	"180,192;"	"1"	"100"
"ls:fr:node:55035"	"ls:fr:ex:569"	"121,132;"	"2"	"100"
"ls:fr:node:55036"	"ls:fr:ex:31435"	"171,178;"	"0"	"100"
"ls:fr:node:55036"	"ls:fr:ex:8588"	"80,87;"	"1"	"100"
"ls:fr:node:55037"	"ls:fr:ex:31436"	"19,27;"	"0"	"100"
"ls:fr:node:55038"	"ls:fr:ex:19076"	"421,431;"	"0"	"100"
"ls:fr:node:55039"	"ls:fr:ex:31439"	"57,67;"	"0"	"100"
"ls:fr:node:55040"	"ls:fr:ex:31440"	"46,55;"	"0"	"100"
"ls:fr:node:55040"	"ls:fr:ex:31443"	"44,53;"	"1"	"100"
"ls:fr:node:55040"	"ls:fr:ex:31441"	"31,39;"	"2"	"100"
"ls:fr:node:55041"	"ls:fr:ex:31442"	"19,33;"	"0"	"100"
"ls:fr:node:55042"	"ls:fr:ex:11520"	"127,132;"	"0"	"100"
"ls:fr:node:55043"	"ls:fr:ex:993"	"245,260;"	"0"	"100"
"ls:fr:node:55044"	"ls:fr:ex:4138"	"134,141;"	"0"	"100"
"ls:fr:node:55044"	"ls:fr:ex:13614"	"216,223;"	"1"	"100"
"ls:fr:node:55045"	"ls:fr:ex:31450"	"31,52;"	"0"	"100"
"ls:fr:node:55047"	"ls:fr:ex:31452"	"120,134;"	"0"	"100"
"ls:fr:node:55047"	"ls:fr:ex:31453"	"132,146;"	"1"	"100"
"ls:fr:node:55048"	"ls:fr:ex:31454"	"19,26;143,150;"	"0"	"100"
"ls:fr:node:55048"	"ls:fr:ex:16998"	"202,209;"	"1"	"100"
"ls:fr:node:55049"	"ls:fr:ex:31455"	"44,54;"	"0"	"100"
"ls:fr:node:55049"	"ls:fr:ex:13868"	"89,100;"	"1"	"100"
"ls:fr:node:55050"	"ls:fr:ex:31456"	"224,232;"	"0"	"100"
"ls:fr:node:55052"	"ls:fr:ex:31458"	"59,70;"	"0"	"100"
"ls:fr:node:55053"	"ls:fr:ex:24463"	"27,32;"	"0"	"100"
"ls:fr:node:55053"	"ls:fr:ex:27590"	"66,76;82,92;"	"1"	"100"
"ls:fr:node:55053"	"ls:fr:ex:23922"	"28,36;"	"2"	"100"
"ls:fr:node:55054"	"ls:fr:ex:31459"	"254,261;"	"0"	"100"
"ls:fr:node:55055"	"ls:fr:ex:21394"	"104,112;"	"0"	"100"
"ls:fr:node:55055"	"ls:fr:ex:12888"	"91,99;"	"1"	"100"
"ls:fr:node:55055"	"ls:fr:ex:15911"	"44,52;"	"2"	"100"
"ls:fr:node:55056"	"ls:fr:ex:1663"	"126,133;"	"0"	"100"
"ls:fr:node:55057"	"ls:fr:ex:417"	"59,61;"	"0"	"100"
"ls:fr:node:55057"	"ls:fr:ex:12578"	"57,59;"	"1"	"100"
"ls:fr:node:55058"	"ls:fr:ex:24889"	"137,157;"	"0"	"100"
"ls:fr:node:55058"	"ls:fr:ex:31463"	"290,307;"	"1"	"100"
"ls:fr:node:55059"	"ls:fr:ex:31462"	"48,64;"	"0"	"100"
"ls:fr:node:55059"	"ls:fr:ex:31466"	"119,136;"	"1"	"100"
"ls:fr:node:55060"	"ls:fr:ex:31467"	"88,94;"	"0"	"100"
"ls:fr:node:55061"	"ls:fr:ex:31468"	"107,113;"	"0"	"100"
"ls:fr:node:55062"	"ls:fr:ex:31469"	"185,200;"	"0"	"100"
"ls:fr:node:55063"	"ls:fr:ex:31470"	"163,171;"	"0"	"100"
"ls:fr:node:55064"	"ls:fr:ex:31471"	"114,120;"	"0"	"100"
"ls:fr:node:55064"	"ls:fr:ex:823"	"45,51;"	"1"	"100"
"ls:fr:node:55064"	"ls:fr:ex:1553"	"407,414;"	"2"	"100"
"ls:fr:node:55064"	"ls:fr:ex:3415"	"152,158;"	"3"	"100"
"ls:fr:node:55064"	"ls:fr:ex:5403"	"68,74;"	"5"	"100"
"ls:fr:node:55064"	"ls:fr:ex:5838"	"105,111;"	"6"	"100"
"ls:fr:node:55064"	"ls:fr:ex:6029"	"19,25;"	"7"	"100"
"ls:fr:node:55064"	"ls:fr:ex:7179"	"19,25;"	"8"	"100"
"ls:fr:node:55064"	"ls:fr:ex:21253"	"45,51;"	"9"	"100"
"ls:fr:node:55064"	"ls:fr:ex:22301"	"44,50;"	"10"	"100"
"ls:fr:node:55064"	"ls:fr:ex:1895"	"158,164;"	"11"	"100"
"ls:fr:node:55065"	"ls:fr:ex:31471"	"127,140;"	"0"	"100"
"ls:fr:node:55065"	"ls:fr:ex:31472"	"82,95;"	"1"	"100"
"ls:fr:node:55066"	"ls:fr:ex:9779"	"19,34;"	"0"	"100"
"ls:fr:node:55066"	"ls:fr:ex:15888"	"575,590;"	"1"	"100"
"ls:fr:node:55066"	"ls:fr:ex:26526"	"116,131;"	"2"	"100"
"ls:fr:node:55066"	"ls:fr:ex:30122"	"45,60;"	"3"	"100"
"ls:fr:node:55067"	"ls:fr:ex:31478"	"54,65;"	"0"	"100"
"ls:fr:node:55067"	"ls:fr:ex:31477"	"57,68;"	"1"	"100"
"ls:fr:node:55067"	"ls:fr:ex:31475"	"116,127;"	"2"	"100"
"ls:fr:node:55067"	"ls:fr:ex:31476"	"46,57;"	"3"	"100"
"ls:fr:node:55068"	"ls:fr:ex:30574"	"88,100;"	"0"	"100"
"ls:fr:node:55068"	"ls:fr:ex:30945"	"155,171;"	"1"	"100"
"ls:fr:node:55068"	"ls:fr:ex:18803"	"89,102;"	"2"	"100"
"ls:fr:node:55069"	"ls:fr:ex:330"	"107,113;"	"0"	"100"
"ls:fr:node:55069"	"ls:fr:ex:839"	"89,95;"	"1"	"100"
"ls:fr:node:55069"	"ls:fr:ex:1244"	"64,70;"	"2"	"100"
"ls:fr:node:55069"	"ls:fr:ex:5380"	"98,104;"	"3"	"100"
"ls:fr:node:55069"	"ls:fr:ex:10343"	"202,208;"	"4"	"100"
"ls:fr:node:55069"	"ls:fr:ex:1753"	"429,435;"	"5"	"100"
"ls:fr:node:55070"	"ls:fr:ex:31480"	"81,89;"	"0"	"100"
"ls:fr:node:55070"	"ls:fr:ex:31481"	"328,336;"	"1"	"100"
"ls:fr:node:55071"	"ls:fr:ex:4291"	"198,209;"	"0"	"100"
"ls:fr:node:55072"	"ls:fr:ex:31482"	"144,152;"	"0"	"100"
"ls:fr:node:55072"	"ls:fr:ex:31483"	"41,49;"	"1"	"100"
"ls:fr:node:55072"	"ls:fr:ex:31484"	"50,58;"	"2"	"100"
"ls:fr:node:55072"	"ls:fr:ex:13051"	"48,56;"	"3"	"100"
"ls:fr:node:55074"	"ls:fr:ex:1631"	"54,60;"	"0"	"100"
"ls:fr:node:55075"	"ls:fr:ex:4449"	"63,78;"	"0"	"100"
"ls:fr:node:55075"	"ls:fr:ex:12835"	"149,164;"	"1"	"100"
"ls:fr:node:55075"	"ls:fr:ex:31057"	"78,93;"	"2"	"100"
"ls:fr:node:55076"	"ls:fr:ex:7116"	"266,270;"	"0"	"100"
"ls:fr:node:55076"	"ls:fr:ex:11288"	"112,116;"	"1"	"100"
"ls:fr:node:55077"	"ls:fr:ex:2165"	"136,141;"	"0"	"100"
"ls:fr:node:55078"	"ls:fr:ex:8323"	"19,32;"	"0"	"100"
"ls:fr:node:55078"	"ls:fr:ex:31488"	"131,145;"	"1"	"100"
"ls:fr:node:55078"	"ls:fr:ex:30183"	"103,116;"	"2"	"100"
"ls:fr:node:55078"	"ls:fr:ex:7140"	"79,92;"	"3"	"100"
"ls:fr:node:55079"	"ls:fr:ex:7144"	"77,89;"	"0"	"100"
"ls:fr:node:55079"	"ls:fr:ex:18171"	"96,108;"	"1"	"100"
"ls:fr:node:55080"	"ls:fr:ex:20787"	"61,70;"	"0"	"100"
"ls:fr:node:55080"	"ls:fr:ex:4346"	"156,165;"	"1"	"100"
"ls:fr:node:55081"	"ls:fr:ex:7371"	"83,93;"	"0"	"100"
"ls:fr:node:55081"	"ls:fr:ex:16205"	"473,483;"	"1"	"100"
"ls:fr:node:55081"	"ls:fr:ex:22980"	"48,57;"	"2"	"100"
"ls:fr:node:55081"	"ls:fr:ex:441"	"44,54;"	"3"	"100"
"ls:fr:node:55082"	"ls:fr:ex:27783"	"183,187;"	"0"	"100"
"ls:fr:node:55083"	"ls:fr:ex:31491"	"26,31;"	"0"	"100"
"ls:fr:node:55083"	"ls:fr:ex:31489"	"87,92;"	"1"	"100"
"ls:fr:node:55083"	"ls:fr:ex:31490"	"53,58;"	"2"	"100"
"ls:fr:node:55084"	"ls:fr:ex:13797"	"237,247;"	"0"	"100"
"ls:fr:node:55084"	"ls:fr:ex:19380"	"118,128;"	"1"	"100"
"ls:fr:node:55085"	"ls:fr:ex:31492"	"116,122;"	"0"	"100"
"ls:fr:node:55085"	"ls:fr:ex:31494"	"45,51;"	"1"	"100"
"ls:fr:node:55085"	"ls:fr:ex:31493"	"38,44;"	"2"	"100"
"ls:fr:node:55086"	"ls:fr:ex:31495"	"22,35;"	"0"	"100"
"ls:fr:node:55086"	"ls:fr:ex:31499"	"47,62;"	"1"	"100"
"ls:fr:node:55087"	"ls:fr:ex:31497"	"48,63;"	"0"	"100"
"ls:fr:node:55087"	"ls:fr:ex:31498"	"86,101;"	"1"	"100"
"ls:fr:node:55088"	"ls:fr:ex:11262"	"280,285;"	"0"	"100"
"ls:fr:node:55088"	"ls:fr:ex:16893"	"196,201;"	"1"	"100"
"ls:fr:node:55089"	"ls:fr:ex:31500"	"27,37;"	"0"	"100"
"ls:fr:node:55090"	"ls:fr:ex:12892"	"123,129;"	"0"	"100"
"ls:fr:node:55091"	"ls:fr:ex:31502"	"79,84;"	"0"	"100"
"ls:fr:node:55092"	"ls:fr:ex:7176"	"46,53;"	"0"	"100"
"ls:fr:node:55093"	"ls:fr:ex:31510"	"90,99;"	"0"	"100"
"ls:fr:node:55094"	"ls:fr:ex:31508"	"117,138;"	"0"	"100"
"ls:fr:node:55094"	"ls:fr:ex:31509"	"126,149;"	"1"	"100"
"ls:fr:node:55095"	"ls:fr:ex:31515"	"20,29;"	"0"	"100"
"ls:fr:node:55095"	"ls:fr:ex:31514"	"114,123;"	"1"	"100"
"ls:fr:node:55095"	"ls:fr:ex:31512"	"139,149;"	"3"	"100"
"ls:fr:node:55096"	"ls:fr:ex:31521"	"86,98;"	"0"	"100"
"ls:fr:node:55097"	"ls:fr:ex:31522"	"19,30;"	"0"	"100"
"ls:fr:node:55098"	"ls:fr:ex:12291"	"77,85;"	"0"	"100"
"ls:fr:node:55098"	"ls:fr:ex:4196"	"351,359;"	"1"	"100"
"ls:fr:node:55099"	"ls:fr:ex:12138"	"160,166;"	"0"	"100"
"ls:fr:node:55100"	"ls:fr:ex:6099"	"236,243;"	"0"	"100"
"ls:fr:node:55100"	"ls:fr:ex:18069"	"143,150;"	"1"	"100"
"ls:fr:node:55100"	"ls:fr:ex:28352"	"168,175;"	"2"	"100"
"ls:fr:node:55100"	"ls:fr:ex:11399"	"280,287;"	"3"	"100"
"ls:fr:node:55100"	"ls:fr:ex:13028"	"319,326;528,535;"	"4"	"100"
"ls:fr:node:55100"	"ls:fr:ex:15926"	"97,104;"	"5"	"100"
"ls:fr:node:55101"	"ls:fr:ex:6022"	"61,70;"	"0"	"100"
"ls:fr:node:55102"	"ls:fr:ex:20193"	"70,78;"	"0"	"100"
"ls:fr:node:55103"	"ls:fr:ex:25436"	"163,174;"	"0"	"100"
"ls:fr:node:55103"	"ls:fr:ex:11963"	"209,220;"	"1"	"100"
"ls:fr:node:55104"	"ls:fr:ex:3829"	"23,34;"	"0"	"100"
"ls:fr:node:55105"	"ls:fr:ex:28237"	"86,100;"	"0"	"100"
"ls:fr:node:55106"	"ls:fr:ex:17958"	"349,359;"	"0"	"100"
"ls:fr:node:55107"	"ls:fr:ex:14629"	"190,204;"	"0"	"100"
"ls:fr:node:55107"	"ls:fr:ex:25691"	"89,103;"	"1"	"100"
"ls:fr:node:55107"	"ls:fr:ex:13171"	"24,38;"	"2"	"100"
"ls:fr:node:55108"	"ls:fr:ex:15212"	"141,155;"	"0"	"100"
"ls:fr:node:55108"	"ls:fr:ex:32554"	"90,104;"	"1"	"100"
"ls:fr:node:55109"	"ls:fr:ex:10802"	"462,465;"	"0"	"100"
"ls:fr:node:55110"	"ls:fr:ex:31524"	"114,121;"	"0"	"100"
"ls:fr:node:55110"	"ls:fr:ex:31525"	"108,120;"	"1"	"100"
"ls:fr:node:55110"	"ls:fr:ex:4508"	"71,78;"	"2"	"100"
"ls:fr:node:55111"	"ls:fr:ex:31527"	"68,77;"	"0"	"100"
"ls:fr:node:55111"	"ls:fr:ex:31528"	"73,82;"	"1"	"100"
"ls:fr:node:55112"	"ls:fr:ex:31529"	"87,104;"	"0"	"100"
"ls:fr:node:55112"	"ls:fr:ex:31530"	"83,100;"	"1"	"100"
"ls:fr:node:55112"	"ls:fr:ex:31531"	"68,85;"	"2"	"100"
"ls:fr:node:55112"	"ls:fr:ex:31532"	"206,223;"	"3"	"100"
"ls:fr:node:55113"	"ls:fr:ex:3697"	"74,81;"	"0"	"100"
"ls:fr:node:55113"	"ls:fr:ex:6567"	"55,61;"	"1"	"100"
"ls:fr:node:55114"	"ls:fr:ex:29164"	"50,59;"	"0"	"100"
"ls:fr:node:55114"	"ls:fr:ex:1961"	"179,184;"	"1"	"100"
"ls:fr:node:55114"	"ls:fr:ex:2669"	"88,97;"	"2"	"100"
"ls:fr:node:55115"	"ls:fr:ex:31533"	"79,90;"	"0"	"100"
"ls:fr:node:55115"	"ls:fr:ex:18992"	"326,337;"	"1"	"100"
"ls:fr:node:55115"	"ls:fr:ex:31534"	"43,54;"	"2"	"100"
"ls:fr:node:55116"	"ls:fr:ex:31535"	"49,58;"	"0"	"100"
"ls:fr:node:55117"	"ls:fr:ex:31536"	"194,207;"	"0"	"100"
"ls:fr:node:55117"	"ls:fr:ex:31537"	"229,242;"	"1"	"100"
"ls:fr:node:55118"	"ls:fr:ex:31538"	"96,109;"	"0"	"100"
"ls:fr:node:55119"	"ls:fr:ex:15312"	"32,39;"	"0"	"100"
"ls:fr:node:55120"	"ls:fr:ex:31540"	"34,37;"	"0"	"100"
"ls:fr:node:55121"	"ls:fr:ex:31541"	"139,142;"	"0"	"100"
"ls:fr:node:55122"	"ls:fr:ex:31544"	"96,101;"	"0"	"100"
"ls:fr:node:55122"	"ls:fr:ex:921"	"176,182;"	"1"	"100"
"ls:fr:node:55122"	"ls:fr:ex:31542"	"63,69;"	"2"	"100"
"ls:fr:node:55123"	"ls:fr:ex:31543"	"310,317;"	"0"	"100"
"ls:fr:node:55124"	"ls:fr:ex:1679"	"40,47;"	"0"	"100"
"ls:fr:node:55124"	"ls:fr:ex:3538"	"74,80;"	"1"	"100"
"ls:fr:node:55124"	"ls:fr:ex:6546"	"112,117;"	"2"	"100"
